date,awayTeam,homeTeam,winTeam,loseTeam,homeTeamPoints,awayTeamPoints,winTeamPoints,loseTeamPoints,attendance,overTime
1/11/22,"{'city': 'Minneapolis', 'state': 'Minnesota ', 'abbreviation': 'MIN', 'teamName': 'Minnesota Timberwolves'}","{'city': 'New Orleans', 'state': 'Louisiana', 'abbreviation': 'NOP', 'teamName': 'New Orleans Pelicans'}",null,null,null,null,null,null,null,null
1/11/22,"{'city': 'Denver', 'state': 'Colorado', 'abbreviation': 'DEN', 'teamName': 'Denver Nuggets'}","{'city': 'Los Angeles', 'state': 'California', 'abbreviation': 'LAC', 'teamName': 'Los Angeles Clippers'}",null,null,null,null,null,null,null,null
1/12/22,"{'city': 'Phoenix', 'state': 'Arizona', 'abbreviation': 'PHX', 'teamName': 'Phoenix Suns'}","{'city': 'Detroit', 'state': 'Michigan', 'abbreviation': 'DET', 'teamName': 'Detroit Pistons'}",null,null,null,null,null,null,null,null
1/12/22,"{'city': 'Boston', 'state': 'Massachusetts', 'abbreviation': 'BOS', 'teamName': 'Boston Celtics'}","{'city': 'Indiana', 'state': 'Indianapolis', 'abbreviation': 'IND', 'teamName': 'Indiana Pacers'}",null,null,null,null,null,null,null,null
1/12/22,"{'city': 'Charlotte', 'state': 'North Carolina', 'abbreviation': 'CHA', 'teamName': 'Charlotte Hornets'}","{'city': 'Philadelphia', 'state': 'Pennsylvania', 'abbreviation': 'PHI', 'teamName': 'Philadelphia 76ers'}",null,null,null,null,null,null,null,null
1/12/22,"{'city': 'Orlando', 'state': 'Florida', 'abbreviation': 'ORL', 'teamName': 'Orlando Magic'}","{'city': 'Washington', 'state': 'Washington D.C.', 'abbreviation': 'WAS', 'teamName': 'Washington Wizards'}",null,null,null,null,null,null,null,null
1/12/22,"{'city': 'Miami', 'state': 'Florida', 'abbreviation': 'MIA', 'teamName': 'Miami Heat'}","{'city': 'Atlanta', 'state': 'Georgia', 'abbreviation': 'ATL', 'teamName': 'Atlanta Hawks'}",null,null,null,null,null,null,null,null
1/12/22,"{'city': 'Dallas', 'state': 'Texas', 'abbreviation': 'DAL', 'teamName': 'Dallas Mavericks'}","{'city': 'New York', 'state': 'New York', 'abbreviation': 'NYK', 'teamName': 'New York Knicks'}",null,null,null,null,null,null,null,null
1/12/22,"{'city': 'Houston', 'state': 'Texas', 'abbreviation': 'HOU', 'teamName': 'Houston Rockets'}","{'city': 'San Antonio', 'state': 'Texas', 'abbreviation': 'SAS', 'teamName': 'San Antonio Spurs'}",null,null,null,null,null,null,null,null
1/12/22,"{'city': 'Cleveland', 'state': 'Ohio', 'abbreviation': 'CLE', 'teamName': 'Cleveland Cavaliers'}","{'city': 'Salt Lake City', 'state': 'Utah', 'abbreviation': 'UTA', 'teamName': 'Utah Jazz'}",null,null,null,null,null,null,null,null
1/12/22,"{'city': 'Brooklyn', 'state': 'New York', 'abbreviation': 'BKN', 'teamName': 'Brooklyn Nets'}","{'city': 'Chicago', 'state': 'Illinois', 'abbreviation': 'CHI', 'teamName': 'Chicago Bulls'}",null,null,null,null,null,null,null,null
1/12/22,"{'city': 'Los Angeles', 'state': 'California', 'abbreviation': 'LAL', 'teamName': 'Los Angeles Lakers'}","{'city': 'Sacramento', 'state': 'California', 'abbreviation': 'SAC', 'teamName': 'Sacramento Kings'}",null,null,null,null,null,null,null,null
1/13/22,"{'city': 'San Francisco', 'state': 'California', 'abbreviation': 'GSW', 'teamName': 'Golden State Warriors'}","{'city': 'Milwaukee', 'state': 'Wisconsin', 'abbreviation': 'MIL', 'teamName': 'Milwaukee Bucks'}",null,null,null,null,null,null,null,null
1/13/22,"{'city': 'Minneapolis', 'state': 'Minnesota ', 'abbreviation': 'MIN', 'teamName': 'Minnesota Timberwolves'}","{'city': 'Memphis', 'state': 'Tennessee', 'abbreviation': 'MEM', 'teamName': 'Memphis Grizzlies'}",null,null,null,null,null,null,null,null
1/13/22,"{'city': 'Los Angeles', 'state': 'California', 'abbreviation': 'LAC', 'teamName': 'Los Angeles Clippers'}","{'city': 'New Orleans', 'state': 'Louisiana', 'abbreviation': 'NOP', 'teamName': 'New Orleans Pelicans'}",null,null,null,null,null,null,null,null
1/13/22,"{'city': 'Oklahoma City', 'state': 'Oklahoma', 'abbreviation': 'OKC', 'teamName': 'Oklahoma City Thunder'}","{'city': 'Brooklyn', 'state': 'New York', 'abbreviation': 'BKN', 'teamName': 'Brooklyn Nets'}",null,null,null,null,null,null,null,null
1/13/22,"{'city': 'Portland', 'state': 'Oregon', 'abbreviation': 'POR', 'teamName': 'Portland Trail Blazers'}","{'city': 'Denver', 'state': 'Colorado', 'abbreviation': 'DEN', 'teamName': 'Denver Nuggets'}",null,null,null,null,null,null,null,null
1/14/22,"{'city': 'Orlando', 'state': 'Florida', 'abbreviation': 'ORL', 'teamName': 'Orlando Magic'}","{'city': 'Charlotte', 'state': 'North Carolina', 'abbreviation': 'CHA', 'teamName': 'Charlotte Hornets'}",null,null,null,null,null,null,null,null
1/14/22,"{'city': 'Toronto', 'state': 'Ontario', 'abbreviation': 'TOR', 'teamName': 'Toronto Raptors'}","{'city': 'Detroit', 'state': 'Michigan', 'abbreviation': 'DET', 'teamName': 'Detroit Pistons'}",null,null,null,null,null,null,null,null
1/14/22,"{'city': 'Phoenix', 'state': 'Arizona', 'abbreviation': 'PHX', 'teamName': 'Phoenix Suns'}","{'city': 'Indiana', 'state': 'Indianapolis', 'abbreviation': 'IND', 'teamName': 'Indiana Pacers'}",null,null,null,null,null,null,null,null
1/14/22,"{'city': 'Boston', 'state': 'Massachusetts', 'abbreviation': 'BOS', 'teamName': 'Boston Celtics'}","{'city': 'Philadelphia', 'state': 'Pennsylvania', 'abbreviation': 'PHI', 'teamName': 'Philadelphia 76ers'}",null,null,null,null,null,null,null,null
1/14/22,"{'city': 'San Francisco', 'state': 'California', 'abbreviation': 'GSW', 'teamName': 'Golden State Warriors'}","{'city': 'Chicago', 'state': 'Illinois', 'abbreviation': 'CHI', 'teamName': 'Chicago Bulls'}",null,null,null,null,null,null,null,null
1/14/22,"{'city': 'Atlanta', 'state': 'Georgia', 'abbreviation': 'ATL', 'teamName': 'Atlanta Hawks'}","{'city': 'Miami', 'state': 'Florida', 'abbreviation': 'MIA', 'teamName': 'Miami Heat'}",null,null,null,null,null,null,null,null
1/14/22,"{'city': 'Cleveland', 'state': 'Ohio', 'abbreviation': 'CLE', 'teamName': 'Cleveland Cavaliers'}","{'city': 'San Antonio', 'state': 'Texas', 'abbreviation': 'SAS', 'teamName': 'San Antonio Spurs'}",null,null,null,null,null,null,null,null
1/14/22,"{'city': 'Dallas', 'state': 'Texas', 'abbreviation': 'DAL', 'teamName': 'Dallas Mavericks'}","{'city': 'Memphis', 'state': 'Tennessee', 'abbreviation': 'MEM', 'teamName': 'Memphis Grizzlies'}",null,null,null,null,null,null,null,null
1/14/22,"{'city': 'Houston', 'state': 'Texas', 'abbreviation': 'HOU', 'teamName': 'Houston Rockets'}","{'city': 'Sacramento', 'state': 'California', 'abbreviation': 'SAC', 'teamName': 'Sacramento Kings'}",null,null,null,null,null,null,null,null
1/15/22,"{'city': 'Toronto', 'state': 'Ontario', 'abbreviation': 'TOR', 'teamName': 'Toronto Raptors'}","{'city': 'Milwaukee', 'state': 'Wisconsin', 'abbreviation': 'MIL', 'teamName': 'Milwaukee Bucks'}",null,null,null,null,null,null,null,null
1/15/22,"{'city': 'Portland', 'state': 'Oregon', 'abbreviation': 'POR', 'teamName': 'Portland Trail Blazers'}","{'city': 'Washington', 'state': 'Washington D.C.', 'abbreviation': 'WAS', 'teamName': 'Washington Wizards'}",null,null,null,null,null,null,null,null
1/15/22,"{'city': 'New York', 'state': 'New York', 'abbreviation': 'NYK', 'teamName': 'New York Knicks'}","{'city': 'Atlanta', 'state': 'Georgia', 'abbreviation': 'ATL', 'teamName': 'Atlanta Hawks'}",null,null,null,null,null,null,null,null
1/15/22,"{'city': 'New Orleans', 'state': 'Louisiana', 'abbreviation': 'NOP', 'teamName': 'New Orleans Pelicans'}","{'city': 'Brooklyn', 'state': 'New York', 'abbreviation': 'BKN', 'teamName': 'Brooklyn Nets'}",null,null,null,null,null,null,null,null
1/15/22,"{'city': 'Philadelphia', 'state': 'Pennsylvania', 'abbreviation': 'PHI', 'teamName': 'Philadelphia 76ers'}","{'city': 'Miami', 'state': 'Florida', 'abbreviation': 'MIA', 'teamName': 'Miami Heat'}",null,null,null,null,null,null,null,null
1/15/22,"{'city': 'Cleveland', 'state': 'Ohio', 'abbreviation': 'CLE', 'teamName': 'Cleveland Cavaliers'}","{'city': 'Oklahoma City', 'state': 'Oklahoma', 'abbreviation': 'OKC', 'teamName': 'Oklahoma City Thunder'}",null,null,null,null,null,null,null,null
1/15/22,"{'city': 'Chicago', 'state': 'Illinois', 'abbreviation': 'CHI', 'teamName': 'Chicago Bulls'}","{'city': 'Boston', 'state': 'Massachusetts', 'abbreviation': 'BOS', 'teamName': 'Boston Celtics'}",null,null,null,null,null,null,null,null
1/15/22,"{'city': 'Los Angeles', 'state': 'California', 'abbreviation': 'LAC', 'teamName': 'Los Angeles Clippers'}","{'city': 'San Antonio', 'state': 'Texas', 'abbreviation': 'SAS', 'teamName': 'San Antonio Spurs'}",null,null,null,null,null,null,null,null
1/15/22,"{'city': 'Los Angeles', 'state': 'California', 'abbreviation': 'LAL', 'teamName': 'Los Angeles Lakers'}","{'city': 'Denver', 'state': 'Colorado', 'abbreviation': 'DEN', 'teamName': 'Denver Nuggets'}",null,null,null,null,null,null,null,null
1/15/22,"{'city': 'Orlando', 'state': 'Florida', 'abbreviation': 'ORL', 'teamName': 'Orlando Magic'}","{'city': 'Dallas', 'state': 'Texas', 'abbreviation': 'DAL', 'teamName': 'Dallas Mavericks'}",null,null,null,null,null,null,null,null
1/16/22,"{'city': 'Houston', 'state': 'Texas', 'abbreviation': 'HOU', 'teamName': 'Houston Rockets'}","{'city': 'Sacramento', 'state': 'California', 'abbreviation': 'SAC', 'teamName': 'Sacramento Kings'}",null,null,null,null,null,null,null,null
1/16/22,"{'city': 'Salt Lake City', 'state': 'Utah', 'abbreviation': 'UTA', 'teamName': 'Utah Jazz'}","{'city': 'Denver', 'state': 'Colorado', 'abbreviation': 'DEN', 'teamName': 'Denver Nuggets'}",null,null,null,null,null,null,null,null
1/16/22,"{'city': 'San Francisco', 'state': 'California', 'abbreviation': 'GSW', 'teamName': 'Golden State Warriors'}","{'city': 'Minneapolis', 'state': 'Minnesota ', 'abbreviation': 'MIN', 'teamName': 'Minnesota Timberwolves'}",null,null,null,null,null,null,null,null
1/17/22,"{'city': 'New Orleans', 'state': 'Louisiana', 'abbreviation': 'NOP', 'teamName': 'New Orleans Pelicans'}","{'city': 'Boston', 'state': 'Massachusetts', 'abbreviation': 'BOS', 'teamName': 'Boston Celtics'}",null,null,null,null,null,null,null,null
1/17/22,"{'city': 'Charlotte', 'state': 'North Carolina', 'abbreviation': 'CHA', 'teamName': 'Charlotte Hornets'}","{'city': 'New York', 'state': 'New York', 'abbreviation': 'NYK', 'teamName': 'New York Knicks'}",null,null,null,null,null,null,null,null
1/17/22,"{'city': 'Philadelphia', 'state': 'Pennsylvania', 'abbreviation': 'PHI', 'teamName': 'Philadelphia 76ers'}","{'city': 'Washington', 'state': 'Washington D.C.', 'abbreviation': 'WAS', 'teamName': 'Washington Wizards'}",null,null,null,null,null,null,null,null
1/17/22,"{'city': 'Brooklyn', 'state': 'New York', 'abbreviation': 'BKN', 'teamName': 'Brooklyn Nets'}","{'city': 'Cleveland', 'state': 'Ohio', 'abbreviation': 'CLE', 'teamName': 'Cleveland Cavaliers'}",null,null,null,null,null,null,null,null
1/17/22,"{'city': 'Indiana', 'state': 'Indianapolis', 'abbreviation': 'IND', 'teamName': 'Indiana Pacers'}","{'city': 'Los Angeles', 'state': 'California', 'abbreviation': 'LAC', 'teamName': 'Los Angeles Clippers'}",null,null,null,null,null,null,null,null
1/17/22,"{'city': 'Chicago', 'state': 'Illinois', 'abbreviation': 'CHI', 'teamName': 'Chicago Bulls'}","{'city': 'Memphis', 'state': 'Tennessee', 'abbreviation': 'MEM', 'teamName': 'Memphis Grizzlies'}",null,null,null,null,null,null,null,null
1/17/22,"{'city': 'Milwaukee', 'state': 'Wisconsin', 'abbreviation': 'MIL', 'teamName': 'Milwaukee Bucks'}","{'city': 'Atlanta', 'state': 'Georgia', 'abbreviation': 'ATL', 'teamName': 'Atlanta Hawks'}",null,null,null,null,null,null,null,null
1/17/22,"{'city': 'Portland', 'state': 'Oregon', 'abbreviation': 'POR', 'teamName': 'Portland Trail Blazers'}","{'city': 'Orlando', 'state': 'Florida', 'abbreviation': 'ORL', 'teamName': 'Orlando Magic'}",null,null,null,null,null,null,null,null
1/17/22,"{'city': 'Toronto', 'state': 'Ontario', 'abbreviation': 'TOR', 'teamName': 'Toronto Raptors'}","{'city': 'Miami', 'state': 'Florida', 'abbreviation': 'MIA', 'teamName': 'Miami Heat'}",null,null,null,null,null,null,null,null
1/17/22,"{'city': 'Oklahoma City', 'state': 'Oklahoma', 'abbreviation': 'OKC', 'teamName': 'Oklahoma City Thunder'}","{'city': 'Dallas', 'state': 'Texas', 'abbreviation': 'DAL', 'teamName': 'Dallas Mavericks'}",null,null,null,null,null,null,null,null
1/17/22,"{'city': 'Phoenix', 'state': 'Arizona', 'abbreviation': 'PHX', 'teamName': 'Phoenix Suns'}","{'city': 'San Antonio', 'state': 'Texas', 'abbreviation': 'SAS', 'teamName': 'San Antonio Spurs'}",null,null,null,null,null,null,null,null
1/17/22,"{'city': 'Salt Lake City', 'state': 'Utah', 'abbreviation': 'UTA', 'teamName': 'Utah Jazz'}","{'city': 'Los Angeles', 'state': 'California', 'abbreviation': 'LAL', 'teamName': 'Los Angeles Lakers'}",null,null,null,null,null,null,null,null
1/18/22,"{'city': 'Minneapolis', 'state': 'Minnesota ', 'abbreviation': 'MIN', 'teamName': 'Minnesota Timberwolves'}","{'city': 'New York', 'state': 'New York', 'abbreviation': 'NYK', 'teamName': 'New York Knicks'}",null,null,null,null,null,null,null,null
1/18/22,"{'city': 'Detroit', 'state': 'Michigan', 'abbreviation': 'DET', 'teamName': 'Detroit Pistons'}","{'city': 'San Francisco', 'state': 'California', 'abbreviation': 'GSW', 'teamName': 'Golden State Warriors'}",null,null,null,null,null,null,null,null
1/19/22,"{'city': 'Orlando', 'state': 'Florida', 'abbreviation': 'ORL', 'teamName': 'Orlando Magic'}","{'city': 'Philadelphia', 'state': 'Pennsylvania', 'abbreviation': 'PHI', 'teamName': 'Philadelphia 76ers'}",null,null,null,null,null,null,null,null
1/19/22,"{'city': 'Brooklyn', 'state': 'New York', 'abbreviation': 'BKN', 'teamName': 'Brooklyn Nets'}","{'city': 'Washington', 'state': 'Washington D.C.', 'abbreviation': 'WAS', 'teamName': 'Washington Wizards'}",null,null,null,null,null,null,null,null
1/19/22,"{'city': 'Minneapolis', 'state': 'Minnesota ', 'abbreviation': 'MIN', 'teamName': 'Minnesota Timberwolves'}","{'city': 'Atlanta', 'state': 'Georgia', 'abbreviation': 'ATL', 'teamName': 'Atlanta Hawks'}",null,null,null,null,null,null,null,null
1/19/22,"{'city': 'Charlotte', 'state': 'North Carolina', 'abbreviation': 'CHA', 'teamName': 'Charlotte Hornets'}","{'city': 'Boston', 'state': 'Massachusetts', 'abbreviation': 'BOS', 'teamName': 'Boston Celtics'}",null,null,null,null,null,null,null,null
1/19/22,"{'city': 'Portland', 'state': 'Oregon', 'abbreviation': 'POR', 'teamName': 'Portland Trail Blazers'}","{'city': 'Miami', 'state': 'Florida', 'abbreviation': 'MIA', 'teamName': 'Miami Heat'}",null,null,null,null,null,null,null,null
1/19/22,"{'city': 'Cleveland', 'state': 'Ohio', 'abbreviation': 'CLE', 'teamName': 'Cleveland Cavaliers'}","{'city': 'Chicago', 'state': 'Illinois', 'abbreviation': 'CHI', 'teamName': 'Chicago Bulls'}",null,null,null,null,null,null,null,null
1/19/22,"{'city': 'Memphis', 'state': 'Tennessee', 'abbreviation': 'MEM', 'teamName': 'Memphis Grizzlies'}","{'city': 'Milwaukee', 'state': 'Wisconsin', 'abbreviation': 'MIL', 'teamName': 'Milwaukee Bucks'}",null,null,null,null,null,null,null,null
1/19/22,"{'city': 'Toronto', 'state': 'Ontario', 'abbreviation': 'TOR', 'teamName': 'Toronto Raptors'}","{'city': 'Dallas', 'state': 'Texas', 'abbreviation': 'DAL', 'teamName': 'Dallas Mavericks'}",null,null,null,null,null,null,null,null
1/19/22,"{'city': 'Oklahoma City', 'state': 'Oklahoma', 'abbreviation': 'OKC', 'teamName': 'Oklahoma City Thunder'}","{'city': 'San Antonio', 'state': 'Texas', 'abbreviation': 'SAS', 'teamName': 'San Antonio Spurs'}",null,null,null,null,null,null,null,null
1/19/22,"{'city': 'Houston', 'state': 'Texas', 'abbreviation': 'HOU', 'teamName': 'Houston Rockets'}","{'city': 'Salt Lake City', 'state': 'Utah', 'abbreviation': 'UTA', 'teamName': 'Utah Jazz'}",null,null,null,null,null,null,null,null
1/19/22,"{'city': 'Los Angeles', 'state': 'California', 'abbreviation': 'LAC', 'teamName': 'Los Angeles Clippers'}","{'city': 'Denver', 'state': 'Colorado', 'abbreviation': 'DEN', 'teamName': 'Denver Nuggets'}",null,null,null,null,null,null,null,null
1/19/22,"{'city': 'Detroit', 'state': 'Michigan', 'abbreviation': 'DET', 'teamName': 'Detroit Pistons'}","{'city': 'Sacramento', 'state': 'California', 'abbreviation': 'SAC', 'teamName': 'Sacramento Kings'}",null,null,null,null,null,null,null,null
1/19/22,"{'city': 'Indiana', 'state': 'Indianapolis', 'abbreviation': 'IND', 'teamName': 'Indiana Pacers'}","{'city': 'Los Angeles', 'state': 'California', 'abbreviation': 'LAL', 'teamName': 'Los Angeles Lakers'}",null,null,null,null,null,null,null,null
1/20/22,"{'city': 'New Orleans', 'state': 'Louisiana', 'abbreviation': 'NOP', 'teamName': 'New Orleans Pelicans'}","{'city': 'New York', 'state': 'New York', 'abbreviation': 'NYK', 'teamName': 'New York Knicks'}",null,null,null,null,null,null,null,null
1/20/22,"{'city': 'Phoenix', 'state': 'Arizona', 'abbreviation': 'PHX', 'teamName': 'Phoenix Suns'}","{'city': 'Dallas', 'state': 'Texas', 'abbreviation': 'DAL', 'teamName': 'Dallas Mavericks'}",null,null,null,null,null,null,null,null
1/20/22,"{'city': 'Indiana', 'state': 'Indianapolis', 'abbreviation': 'IND', 'teamName': 'Indiana Pacers'}","{'city': 'San Francisco', 'state': 'California', 'abbreviation': 'GSW', 'teamName': 'Golden State Warriors'}",null,null,null,null,null,null,null,null
1/21/22,"{'city': 'Oklahoma City', 'state': 'Oklahoma', 'abbreviation': 'OKC', 'teamName': 'Oklahoma City Thunder'}","{'city': 'Charlotte', 'state': 'North Carolina', 'abbreviation': 'CHA', 'teamName': 'Charlotte Hornets'}",null,null,null,null,null,null,null,null
1/21/22,"{'city': 'Los Angeles', 'state': 'California', 'abbreviation': 'LAL', 'teamName': 'Los Angeles Lakers'}","{'city': 'Orlando', 'state': 'Florida', 'abbreviation': 'ORL', 'teamName': 'Orlando Magic'}",null,null,null,null,null,null,null,null
1/21/22,"{'city': 'Los Angeles', 'state': 'California', 'abbreviation': 'LAC', 'teamName': 'Los Angeles Clippers'}","{'city': 'Philadelphia', 'state': 'Pennsylvania', 'abbreviation': 'PHI', 'teamName': 'Philadelphia 76ers'}",null,null,null,null,null,null,null,null
1/21/22,"{'city': 'Miami', 'state': 'Florida', 'abbreviation': 'MIA', 'teamName': 'Miami Heat'}","{'city': 'Atlanta', 'state': 'Georgia', 'abbreviation': 'ATL', 'teamName': 'Atlanta Hawks'}",null,null,null,null,null,null,null,null
1/21/22,"{'city': 'Portland', 'state': 'Oregon', 'abbreviation': 'POR', 'teamName': 'Portland Trail Blazers'}","{'city': 'Boston', 'state': 'Massachusetts', 'abbreviation': 'BOS', 'teamName': 'Boston Celtics'}",null,null,null,null,null,null,null,null
1/21/22,"{'city': 'Chicago', 'state': 'Illinois', 'abbreviation': 'CHI', 'teamName': 'Chicago Bulls'}","{'city': 'Milwaukee', 'state': 'Wisconsin', 'abbreviation': 'MIL', 'teamName': 'Milwaukee Bucks'}",null,null,null,null,null,null,null,null
1/21/22,"{'city': 'Toronto', 'state': 'Ontario', 'abbreviation': 'TOR', 'teamName': 'Toronto Raptors'}","{'city': 'Washington', 'state': 'Washington D.C.', 'abbreviation': 'WAS', 'teamName': 'Washington Wizards'}",null,null,null,null,null,null,null,null
1/21/22,"{'city': 'Brooklyn', 'state': 'New York', 'abbreviation': 'BKN', 'teamName': 'Brooklyn Nets'}","{'city': 'San Antonio', 'state': 'Texas', 'abbreviation': 'SAS', 'teamName': 'San Antonio Spurs'}",null,null,null,null,null,null,null,null
1/21/22,"{'city': 'Memphis', 'state': 'Tennessee', 'abbreviation': 'MEM', 'teamName': 'Memphis Grizzlies'}","{'city': 'Denver', 'state': 'Colorado', 'abbreviation': 'DEN', 'teamName': 'Denver Nuggets'}",null,null,null,null,null,null,null,null
1/21/22,"{'city': 'Detroit', 'state': 'Michigan', 'abbreviation': 'DET', 'teamName': 'Detroit Pistons'}","{'city': 'Salt Lake City', 'state': 'Utah', 'abbreviation': 'UTA', 'teamName': 'Utah Jazz'}",null,null,null,null,null,null,null,null
1/21/22,"{'city': 'Houston', 'state': 'Texas', 'abbreviation': 'HOU', 'teamName': 'Houston Rockets'}","{'city': 'San Francisco', 'state': 'California', 'abbreviation': 'GSW', 'teamName': 'Golden State Warriors'}",null,null,null,null,null,null,null,null
1/22/22,"{'city': 'Oklahoma City', 'state': 'Oklahoma', 'abbreviation': 'OKC', 'teamName': 'Oklahoma City Thunder'}","{'city': 'Cleveland', 'state': 'Ohio', 'abbreviation': 'CLE', 'teamName': 'Cleveland Cavaliers'}",null,null,null,null,null,null,null,null
1/22/22,"{'city': 'Sacramento', 'state': 'California', 'abbreviation': 'SAC', 'teamName': 'Sacramento Kings'}","{'city': 'Milwaukee', 'state': 'Wisconsin', 'abbreviation': 'MIL', 'teamName': 'Milwaukee Bucks'}",null,null,null,null,null,null,null,null
1/22/22,"{'city': 'Indiana', 'state': 'Indianapolis', 'abbreviation': 'IND', 'teamName': 'Indiana Pacers'}","{'city': 'Phoenix', 'state': 'Arizona', 'abbreviation': 'PHX', 'teamName': 'Phoenix Suns'}",null,null,null,null,null,null,null,null
1/23/22,"{'city': 'Los Angeles', 'state': 'California', 'abbreviation': 'LAC', 'teamName': 'Los Angeles Clippers'}","{'city': 'New York', 'state': 'New York', 'abbreviation': 'NYK', 'teamName': 'New York Knicks'}",null,null,null,null,null,null,null,null
1/23/22,"{'city': 'Boston', 'state': 'Massachusetts', 'abbreviation': 'BOS', 'teamName': 'Boston Celtics'}","{'city': 'Washington', 'state': 'Washington D.C.', 'abbreviation': 'WAS', 'teamName': 'Washington Wizards'}",null,null,null,null,null,null,null,null
1/23/22,"{'city': 'Los Angeles', 'state': 'California', 'abbreviation': 'LAL', 'teamName': 'Los Angeles Lakers'}","{'city': 'Miami', 'state': 'Florida', 'abbreviation': 'MIA', 'teamName': 'Miami Heat'}",null,null,null,null,null,null,null,null
1/23/22,"{'city': 'Chicago', 'state': 'Illinois', 'abbreviation': 'CHI', 'teamName': 'Chicago Bulls'}","{'city': 'Orlando', 'state': 'Florida', 'abbreviation': 'ORL', 'teamName': 'Orlando Magic'}",null,null,null,null,null,null,null,null
1/23/22,"{'city': 'Portland', 'state': 'Oregon', 'abbreviation': 'POR', 'teamName': 'Portland Trail Blazers'}","{'city': 'Toronto', 'state': 'Ontario', 'abbreviation': 'TOR', 'teamName': 'Toronto Raptors'}",null,null,null,null,null,null,null,null
1/23/22,"{'city': 'Atlanta', 'state': 'Georgia', 'abbreviation': 'ATL', 'teamName': 'Atlanta Hawks'}","{'city': 'Charlotte', 'state': 'North Carolina', 'abbreviation': 'CHA', 'teamName': 'Charlotte Hornets'}",null,null,null,null,null,null,null,null
1/23/22,"{'city': 'Philadelphia', 'state': 'Pennsylvania', 'abbreviation': 'PHI', 'teamName': 'Philadelphia 76ers'}","{'city': 'San Antonio', 'state': 'Texas', 'abbreviation': 'SAS', 'teamName': 'San Antonio Spurs'}",null,null,null,null,null,null,null,null
1/23/22,"{'city': 'Memphis', 'state': 'Tennessee', 'abbreviation': 'MEM', 'teamName': 'Memphis Grizzlies'}","{'city': 'Dallas', 'state': 'Texas', 'abbreviation': 'DAL', 'teamName': 'Dallas Mavericks'}",null,null,null,null,null,null,null,null
1/23/22,"{'city': 'Detroit', 'state': 'Michigan', 'abbreviation': 'DET', 'teamName': 'Detroit Pistons'}","{'city': 'Denver', 'state': 'Colorado', 'abbreviation': 'DEN', 'teamName': 'Denver Nuggets'}",null,null,null,null,null,null,null,null
1/23/22,"{'city': 'Brooklyn', 'state': 'New York', 'abbreviation': 'BKN', 'teamName': 'Brooklyn Nets'}","{'city': 'Minneapolis', 'state': 'Minnesota ', 'abbreviation': 'MIN', 'teamName': 'Minnesota Timberwolves'}",null,null,null,null,null,null,null,null
1/23/22,"{'city': 'Salt Lake City', 'state': 'Utah', 'abbreviation': 'UTA', 'teamName': 'Utah Jazz'}","{'city': 'San Francisco', 'state': 'California', 'abbreviation': 'GSW', 'teamName': 'Golden State Warriors'}",null,null,null,null,null,null,null,null
1/24/22,"{'city': 'New York', 'state': 'New York', 'abbreviation': 'NYK', 'teamName': 'New York Knicks'}","{'city': 'Cleveland', 'state': 'Ohio', 'abbreviation': 'CLE', 'teamName': 'Cleveland Cavaliers'}",null,null,null,null,null,null,null,null
1/24/22,"{'city': 'Chicago', 'state': 'Illinois', 'abbreviation': 'CHI', 'teamName': 'Chicago Bulls'}","{'city': 'Atlanta', 'state': 'Georgia', 'abbreviation': 'ATL', 'teamName': 'Atlanta Hawks'}",null,null,null,null,null,null,null,null
1/24/22,"{'city': 'Philadelphia', 'state': 'Pennsylvania', 'abbreviation': 'PHI', 'teamName': 'Philadelphia 76ers'}","{'city': 'Houston', 'state': 'Texas', 'abbreviation': 'HOU', 'teamName': 'Houston Rockets'}",null,null,null,null,null,null,null,null
1/24/22,"{'city': 'Indiana', 'state': 'Indianapolis', 'abbreviation': 'IND', 'teamName': 'Indiana Pacers'}","{'city': 'New Orleans', 'state': 'Louisiana', 'abbreviation': 'NOP', 'teamName': 'New Orleans Pelicans'}",null,null,null,null,null,null,null,null
1/24/22,"{'city': 'Salt Lake City', 'state': 'Utah', 'abbreviation': 'UTA', 'teamName': 'Utah Jazz'}","{'city': 'Phoenix', 'state': 'Arizona', 'abbreviation': 'PHX', 'teamName': 'Phoenix Suns'}",null,null,null,null,null,null,null,null
1/25/22,"{'city': 'Denver', 'state': 'Colorado', 'abbreviation': 'DEN', 'teamName': 'Denver Nuggets'}","{'city': 'Detroit', 'state': 'Michigan', 'abbreviation': 'DET', 'teamName': 'Detroit Pistons'}",null,null,null,null,null,null,null,null
1/25/22,"{'city': 'Charlotte', 'state': 'North Carolina', 'abbreviation': 'CHA', 'teamName': 'Charlotte Hornets'}","{'city': 'Toronto', 'state': 'Ontario', 'abbreviation': 'TOR', 'teamName': 'Toronto Raptors'}",null,null,null,null,null,null,null,null
1/25/22,"{'city': 'Los Angeles', 'state': 'California', 'abbreviation': 'LAC', 'teamName': 'Los Angeles Clippers'}","{'city': 'Washington', 'state': 'Washington D.C.', 'abbreviation': 'WAS', 'teamName': 'Washington Wizards'}",null,null,null,null,null,null,null,null
1/25/22,"{'city': 'Sacramento', 'state': 'California', 'abbreviation': 'SAC', 'teamName': 'Sacramento Kings'}","{'city': 'Boston', 'state': 'Massachusetts', 'abbreviation': 'BOS', 'teamName': 'Boston Celtics'}",null,null,null,null,null,null,null,null
