firstName,lastName,birthDate,team,attributes,jerseyNum,positionDesc,yearsOfExperience
Donovan,Mitchell,9/8/96,"{city: Salt Lake City, state: Utah, abbreviation: UTA, teamName: Utah Jazz}","{height: 73, weight: 215}",45,[G],
Royce,O'Neale,6/6/93,"{city: Salt Lake City, state: Utah, abbreviation: UTA, teamName: Utah Jazz}","{height: 77, weight: 226}",23,[F],
Miye,Oni,8/3/97,"{city: Salt Lake City, state: Utah, abbreviation: UTA, teamName: Utah Jazz}","{height: 77, weight: 206}",81,"[G, F]",
Eric,Paschall,11/5/96,"{city: Salt Lake City, state: Utah, abbreviation: UTA, teamName: Utah Jazz}","{height: 78, weight: 255}",0,[F],
Hassan,Whiteside,6/14/89,"{city: Salt Lake City, state: Utah, abbreviation: UTA, teamName: Utah Jazz}","{height: 85, weight: 265}",21,[C],
Deni,Avdija,1/2/01,"{city: Washington, state: Washing D.C., abbreviation: WAS, teamName: Washington Wizards}","{height: 81, weight: 210}",9,[F],
Bradley,Beal,6/28/93,"{city: Washington, state: Washing D.C., abbreviation: WAS, teamName: Washington Wizards}","{height: 76, weight: 207}",3,[G],
Davis,Bertans,11/14/92,"{city: Washington, state: Washing D.C., abbreviation: WAS, teamName: Washington Wizards}","{height: 82, weight: 225}",42,[F],
Kentavious,Caldwell-Pope,2/20/93,"{city: Washington, state: Washing D.C., abbreviation: WAS, teamName: Washington Wizards}","{height: 77, weight: 204}",1,[G],
Spencer,Dinwiddie,4/9/93,"{city: Washington, state: Washing D.C., abbreviation: WAS, teamName: Washington Wizards}","{height: 78, weight: 215}",26,[G],
Daniel,Gafford,9/30/98,"{city: Washington, state: Washing D.C., abbreviation: WAS, teamName: Washington Wizards}","{height: 81, weight: 234}",21,"[F, C]",
Montrezl,Harrell,1/26/94,"{city: Washington, state: Washing D.C., abbreviation: WAS, teamName: Washington Wizards}","{height: 79, weight: 240}",6,"[F, C]",
Aaron,Holiday,9/30/96,"{city: Washington, state: Washing D.C., abbreviation: WAS, teamName: Washington Wizards}","{height: 73, weight: 185}",4,[G],
Corey,Kispert,3/2/99,"{city: Washington, state: Washing D.C., abbreviation: WAS, teamName: Washington Wizards}","{height: 78, weight: 224}",24,[F],
Kyle,Kuzma,7/24/95,"{city: Washington, state: Washing D.C., abbreviation: WAS, teamName: Washington Wizards}","{height: 81, weight: 221}",33,[F],
Raul,Neto,5/23/92,"{city: Washington, state: Washing D.C., abbreviation: WAS, teamName: Washington Wizards}","{height: 74, weight: 180}",19,[G],
Nicolas,Batum,12/18/88,"{city: Los Angeles, state: California, abbreviation: LAC, teamName: Los Angeles Clippers}","{height: 80, weight: 230}",33,"[G, F]",
Eric,Bledsoe,12/10/89,"{city: Los Angeles, state: California, abbreviation: LAC, teamName: Los Angeles Clippers}","{height: 73, weight: 214}",12,[G],
Amir,Coffey,6/16/97,"{city: Los Angeles, state: California, abbreviation: LAC, teamName: Los Angeles Clippers}","{height: 79, weight: 210}",7,"[G, F]",
Paul,George,5/5/90,"{city: Los Angeles, state: California, abbreviation: LAC, teamName: Los Angeles Clippers}","{height: 80, weight: 220}",13,[F],
Isaiah,Hartenstein,5/7/98,"{city: Los Angeles, state: California, abbreviation: LAC, teamName: Los Angeles Clippers}","{height: 85, weight: 250}",55,"[C, F]",
Reggie,Jackson,4/17/90,"{city: Los Angeles, state: California, abbreviation: LAC, teamName: Los Angeles Clippers}","{height: 74, weight: 208}",1,[G],
Luke,Kennard,6/27/96,"{city: Los Angeles, state: California, abbreviation: LAC, teamName: Los Angeles Clippers}","{height: 77, weight: 206}",5,[G],
Terance,Mann,10/18/96,"{city: Los Angeles, state: California, abbreviation: LAC, teamName: Los Angeles Clippers}","{height: 77, weight: 215}",14,"[G, F]",
Marcus,Morris Sr.,9/3/89,"{city: Los Angeles, state: California, abbreviation: LAC, teamName: Los Angeles Clippers}","{height: 80, weight: 218}",8,[F],
Justise,Winslow,3/28/96,"{city: Los Angeles, state: California, abbreviation: LAC, teamName: Los Angeles Clippers}","{height: 78, weight: 222}",20,"[F, G]",
Ivica,Zubac,3/17/97,"{city: Los Angeles, state: California, abbreviation: LAC, teamName: Los Angeles Clippers}","{height: 85, weight: 240}",40,[C],
Nate,McMillan,8/3/64,"{city: Atlanta, state: Georgia, abbreviation: ATL, teamName: Atlanta Hawks}",,,,16
Ime,Udoka,8/9/77,"{city: Boston, state: Massachusetts, abbreviation: BOS, teamName: Boston Celtics}",,,,0
Steve,Nash,2/7/74,"{city: Brooklyn, state: New York, abbreviation: BKN, teamName: Brooklyn Nets}",,,,0
Billy,Donovan,5/30/65,"{city: Charlotte, state: North Carolina, abbreviation: CHA, teamName: Charlotte Hornets}",,,,2
James,Borrego,11/12/77,"{city: Chicago, state: Illnois, abbreviation: CHI, teamName: Chicago Bulls}",,,,2
J.B.,Bickerstaff,3/10/79,"{city: Cleveland, state: Ohio, abbreviation: CLE, teamName: Cleveland Cavaliers}",,,,5
Jason,Kidd,3/23/73,"{city: Dallas, state: Texas, abbreviation: DAL, teamName: Dallas Mavericks}",,,,5
Michael,Malone,1/1/71,"{city: Denver, state: Colorado, abbreviation: DEN, teamName: Denver Nuggets}",,,,6
Dwane,Casey,4/17/57,"{city: Detroit, state: Michigan, abbreviation: DET, teamName: Detroit Pistons}",,,,10
Steve,Kerr,9/27/65,"{city: San Francisco, state: California, abbreviation: GSW, teamName: Golden State Warriors}",,,,5
Stephen,Silas,1/1/73,"{city: Houston, state: Texas, abbreviation: HOU, teamName: Houston Rockets}",,,,0
Rick,Carlisle,10/27/59,"{city: Indiana, state: Indianopolis, abbreviation: IND, teamName: Indiana Pacers}",,,,17
Tyronn,Lue,5/3/77,"{city: Los Angeles, state: California, abbreviation: LAC, teamName: Los Angeles Clippers}",,,,3
Frank,Vogel,6/21/73,"{city: Los Angeles, state: California, abbreviation: LAL, teamName: Los Angeles Lakers}",,,,8
Taylor,Jenkins,9/12/84,"{city: Memphis, state: Tenesse, abbreviation: MEM, teamName: Memphis Grizzlies}",,,,0
Erik,Spoelstra,11/1/70,"{city: Miami, state: Florida, abbreviation: MIA, teamName: Miami Heat}",,,,11
Mike,Budenholzer,8/6/69,"{city: Milwaukee, state: Wisconsin, abbreviation: MIL, teamName: Milwaukee Bucks}",,,,6
Chris,Finch,11/6/69,"{city: Minneapolis, state: Minnesota , abbreviation: MIN, teamName: Minnesota Timberwolves}",,,,0
Willie,Green,7/28/81,"{city: New Orleans, state: Louisianna, abbreviation: NOP, teamName: New Orleans Pelicans}",,,,0
Tom,Thibodeau,1/17/58,"{city: New York, state: New York, abbreviation: NYK, teamName: New York Knicks}",,,,8
Mark,Daigneault,8/12/85,"{city: Oklahoma City, state: Oklahoma, abbreviation: OKC, teamName: Oklahoma City Thunder}",,,,0
Jamahl,Mosley,10/6/78,"{city: Orlando, state: Florida, abbreviation: ORL, teamName: Orlando Magic}",,,,0
Doc,Rivers,10/13/61,"{city: Philadelphia, state: Pennsylvania, abbreviation: PHI, teamName: Philadelphia 76ers}",,,,7
Monty,Williams,10/8/71,"{city: Phoenix, state: Arizona, abbreviation: PHX, teamName: Phoenix Suns}",,,,5
Chauncey,Billups,9/25/76,"{city: Portland, state: Oregon, abbreviation: POR, teamName: Portland Trail Blazers}",,,,0
Luke,Walton,3/28/80,"{city: Sacramento, state: California, abbreviation: SAC, teamName: Sacramento Kings}",,,,3
Gregg,Popovich,1/28/49,"{city: San Antonio, state: Texas, abbreviation: SAS, teamName: San Antonio Spurs}",,,,23
Nick,Nurse,7/24/67,"{city: Toronto, state: Ontario, abbreviation: TOR, teamName: Toronto Raptors}",,,,1
Quin,Snyder,10/30/66,"{city: Salt Lake City, state: Utah, abbreviation: UTA, teamName: Utah Jazz}",,,,5
Wes,Unseld Jr.,9/20/75,"{city: Washington, state: Washing D.C., abbreviation: WAS, teamName: Washington Wizards}",,,,6
